drug_a_name,drug_a_rxcui,drug_b_name,drug_b_rxcui,interaction_text,severity,sources,drug_a,drug_b,description,mechanism
Gluformin XL New 500 Tablet PR,2003705,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin XL New 500 Tablet PR,2003705,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin XL New 500 Tablet PR,2003705,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin XL New 500 Tablet PR,2003705,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin XL New 500 Tablet PR,2003705,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin XL New 500 Tablet PR,2003705,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin XL New 500 Tablet PR,2003705,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin XL New 500 Tablet PR,2003705,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin XL New 500 Tablet PR,2003705,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Goecyst-M Tablet SR,2179495,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Goecyst-M Tablet SR,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Forte 1000mg/20mg Tablet,151715,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Forte 1000mg/20mg Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,1384487,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,4816,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Voglibose+Metformin Hydrochloride+Gliclazide 0.2mg/500mg/40mg Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Ascoril Flu Drops,1370460,Alex Plus Paediatric Oral Drops,220409,"Both drugs may cause seizure, increasing risk when used together",low,Side Effect Analysis,Ascoril Flu Drops,Alex Plus Paediatric Oral Drops,"Both drugs may cause seizure, increasing risk when used together",additive_side_effects
Ascoril Flu Drops,1370460,Alkepin Odt 12.5mg Tablet,,"Both drugs may cause seizure, increasing risk when used together",low,Side Effect Analysis,Ascoril Flu Drops,Alkepin Odt 12.5mg Tablet,"Both drugs may cause seizure, increasing risk when used together",additive_side_effects
